Record ID,Store Name,Store Type,Street Number,Street Name,Additional Address,City,State,Zip Code,Zip4,County,Latitude,Longitude,Authorization Date,End Date
895060,CVS Pharmacy 9249,Combination Grocery/Other,75-5595,Palani Rd,Ste B,Kailua Kona,HI,96740,3135,HAWAII,19.644056,-155.99474,2009-04-29,
896112,CVS Pharmacy 9936,Combination Grocery/Other,78-6831,Alii Dr,Ste H,Kailua Kona,HI,96740,4407,HAWAII,19.572256,-155.96198,2009-05-06,
975215,CVS Pharmacy 7098,Combination Grocery/Other,15-1454,Kahakai Blvd,,Pahoa,HI,96778,,HAWAII,19.503973,-154.95482,2010-10-14,
1403974,CVS Pharmacy 10849,Combination Grocery/Other,75-5995,"Kuakini Highway,",Suite 5B,Kona,HI,96740,,HAWAII,19.6266,-155.98244,2020-04-23,2022-02-06
1131913,D & E Fuel Good Stop,Convenience Store,84-4811,Mamalahoa Hwy,,Captain Cook,HI,96704,8403,HAWAII,19.4188,-155.88152,2014-04-14,2019-07-04
943049,Da Poke Shack 1,Combination Grocery/Other,76-6246,Alii Dr,Ste 101,Kailua Kona,HI,96740,4614,HAWAII,19.607609,-155.97682,2010-04-22,2015-04-16
235023,DA STORE HAWAIIAN BEACHES,Medium Grocery Store,15-783,Kahakai Blvd,,Pahoa,HI,96778,,HAWAII,19.52827,-154.92091,1975-06-05,
680593,DORIS PLACE,Convenience Store,77-6108,Mamalahoa Hwy,,Holualoa,HI,96725,,HAWAII,19.606768,-155.94931,1991-10-23,2018-11-19
1530675,Doris Place,Convenience Store,77-6108,Mamalahoa Hwy,,Holualoa,HI,96725,9722,HAWAII,19.607344,-155.94936,2023-02-27,
917475,Down to Earth,Combination Grocery/Other,303,Makaala St,,Hilo,HI,96720,5146,HAWAII,19.699335,-155.06454,2009-11-09,2011-11-06
911672,Dragon's Eye Ventures 2,Delivery Route,14-407,Railroad Ave,,Pahoa,HI,96778,5386,HAWAII,19.512089,-154.85059,2009-09-09,2010-08-04
911668,Dragon's Eye Ventures 1,Fruits/Veg Specialty,14-407,Railroad Ave,,Pahoa,HI,96778,7703,HAWAII,19.512089,-154.85059,2009-09-17,2012-01-26
1128038,E And E Pacific Store,Small Grocery Store,75-159,Lunapule Rd,Ste 3,Kailua Kona,HI,96740,2100,HAWAII,19.626987,-155.98409,2014-02-19,2016-09-26
649166,EARL'S PAAUILO STORE LLC,Convenience Store,,HWY 19,,PAAUILO,HI,96776,,HAWAII,20.027514,-155.34003,1971-12-16,2019-09-26
1591151,Ellie Girl Poke Shop N/A,Seafood Specialty,111,E Puainako St,Ste 105A,Hilo,HI,96720,5295,HAWAII,19.697016,-155.0636,2024-09-04,
1029231,Euro Deli LLC,Combination Grocery/Other,74-5467,Kaiwi St,,Kailua Kona,HI,96740,,HAWAII,19.648685,-155.99931,2011-12-02,2012-11-19
388535,"EVIE'S NATURAL FOODS, INC.",Meat/Poultry Specialty,79-7460,Mamalahoa Hwy Ste 105,,Kealakekua,HI,96750,7917,HAWAII,19.528908,-155.92451,1998-03-10,2007-11-01
1612321,Fanitom Mini Mart,Convenience Store,18,Pohaku St,,Hilo,HI,96720,4547,HAWAII,19.702633,-155.06354,2024-10-28,
880641,Fast Fuels,Convenience Store,16-499,Old Volcano Rd,,Keaau,HI,96749,8138,HAWAII,19.623758,-155.03848,2009-05-26,2011-08-25
1000448,Fil-AM General Store,Convenience Store,79-7432,Mamalahoa Hwy,Ste C,Kealakekua,HI,96750,7932,HAWAII,19.530296,-155.9252,2011-04-25,2016-07-25
862808,Filipino Foodmart,Convenience Store,16-566,Pahoa Rd,Stall 1,Keaau,HI,96749,,HAWAII,19.62442,-155.0347,2008-09-10,2009-04-30
806851,Five Sisters Place,Small Grocery Store,1976,Kaumana Dr,,Hilo,HI,96720,1440,HAWAII,19.685478,-155.14166,2006-11-27,2008-12-17
837681,Foodland Farms Mauna Lani 39,Super Store,1330,Mauna Lani Dr,,Kamuela,HI,96743,7753,HAWAII,19.941532,-155.8614,2007-11-07,
926154,Foodland Keaau 41,Super Store,16-586,Old Volcano Rd,Ste 102,Keaau,HI,96749,8100,HAWAII,19.62215,-155.0404,2009-11-18,
572723,Foodland Waimea 38,Super Store,67-1185,Mamalahoa Hwy,,Kamuela,HI,96743,8427,HAWAII,20.0208,-155.66837,2002-04-18,
312009,FRANK'S FOODS INC,Meat/Poultry Specialty,1141,W Kawailani St,,Hilo,HI,96720,3201,HAWAII,19.682364,-155.10062,1982-02-01,
1407675,FreshPoint Oahu (Kona) 570,Fruits/Veg Specialty,73-4230,Hulikoa Dr,,Kailua Kona,HI,96740,2670,HAWAII,19.69956,-156.0138,2020-05-26,2024-07-24
360638,Fujihara Store,Convenience Store,85-4524,Mamalahoa Hwy,,Captain Cook,HI,96704,8500,HAWAII,19.39728,-155.87912,2002-02-20,2021-06-23
360638,Fujihara Store,Convenience Store,85-4524,Mamalahoa Hwy,,Captain Cook,HI,96704,8500,HAWAII,19.39728,-155.87912,2021-07-13,2021-08-04
360638,Fujihara Store,Convenience Store,85-4524,Mamalahoa Hwy,,Captain Cook,HI,96704,8500,HAWAII,19.39728,-155.87912,2021-08-24,2022-06-05
1527756,Fujihara Store,Convenience Store,85-4524,Mamalahoa Hwy,,Captain Cook,HI,96704,8500,HAWAII,19.396938,-155.87918,2023-01-31,
348638,"GEORGE'S MEAT MKT, INC",Meat/Poultry Specialty,28,Hoku St,,Hilo,HI,96720,3817,HAWAII,19.716923,-155.07983,1982-03-15,2006-02-28
780488,Georges Meat Market,Meat/Poultry Specialty,28,Hoku St,,Hilo,HI,96720,3817,HAWAII,19.717125,-155.08022,2006-03-21,
716960,GINGER PATCH MARKET & DELI,Convenience Store,26,Kekela St,,Hilo,HI,96720,5231,HAWAII,19.695353,-155.06679,2000-06-27,2010-12-05
909016,Give & Take Market,Combination Grocery/Other,18,Pohaku St,Ste 5,Hilo,HI,96720,9672,HAWAII,19.703053,-155.06354,2009-11-02,2010-11-22
909016,Give & Take Market,Combination Grocery/Other,18,Pohaku St,Ste 5,Hilo,HI,96720,9672,HAWAII,19.703053,-155.06354,2012-12-27,2015-01-27
493890,GLO IVY'S DOLLAR PLUS STORE,Convenience Store,75-5660,Kopiko St,Kopiko Plaza,Kailua-Kona,HI,96740,,HAWAII,19.64289,-155.99458,2004-06-21,2014-03-12
411386,GOLD COAST PRODUCE STAND,Convenience Store,84-5227,Mamalahoa Hwy,,Captain Cook,HI,96704,8407,HAWAII,19.441372,-155.87985,1988-07-06,2013-06-02
519089,H NAITO STORE INC,Convenience Store,,AKONI PULE HWY,,KAPAAU,HI,96755,0188,HAWAII,0.0,0.0,1972-01-06,2004-04-21
641714,H Y STORE,Medium Grocery Store,83-5487,MAMALAHOA HWY,,SOUTH KONA,HI,96704,,HAWAII,0.0,0.0,2001-04-26,2004-02-08
653491,H Y STORE,Convenience Store,83-5487,MAMALAHOA HWY,,CAPTAIN COOK,HI,96704,,HAWAII,0.0,0.0,2004-02-23,2005-03-08
746682,H Y STORE,Convenience Store,83-5487,MAMALAHOA HWY,,CAPTAIN COOK,HI,96704,,HAWAII,19.45922,-155.88051,2005-03-17,2007-07-22
1303382,Hakalau Farmers Market And Foodshare,Farmers' Market,31-240,Old Mamalahoa Hwy,,Hakalau,HI,96710,0174,HAWAII,19.906181,-155.1349,2017-11-20,2022-01-19
1303382,Hakalau Farmers Market And Foodshare,Farmers' Market,31-240,Old Mamalahoa Hwy,,Hakalau,HI,96710,0174,HAWAII,19.906181,-155.1349,2023-07-05,
1299620,Hale Aloha,Small Grocery Store,12-6860,Kalapana Kapoho Rd,,Pahoa,HI,96778,8019,HAWAII,19.40576,-154.91074,2017-12-15,2019-04-11
1196011,Hamakua Harvest Farmers' Market,Farmers' Market,44-2600,Hawaii Belt Highway,,Honokaa,HI,96727,,HAWAII,20.070272,-155.4828,2015-05-19,2019-12-26
1196011,Hamakua Harvest Farmers' Market,Farmers' Market,44-2600,Hawaii Belt Highway,,Honokaa,HI,96727,,HAWAII,20.070272,-155.4828,2020-01-23,
1030672,"Hamakua Living, A General Store",Convenience Store,45-3565,Mamane St,,Honokaa,HI,96727,6976,HAWAII,20.078896,-155.4675,2012-02-02,2017-02-01
1566219,Hamakua Meat Market,Meat/Poultry Specialty,43-706,Antone Deluz Rd,,Paauilo,HI,96776,,HAWAII,20.014381,-155.37445,2023-11-21,
827153,Hamakua Natural Foods,Convenience Store,45-3321,Mamane St,,Honokaa,HI,96727,6914,HAWAII,20.076143,-155.46106,2007-08-02,2009-04-30
1326395,Hamakua Naturals,Convenience Store,45-3551,Mamane St,,Honokaa,HI,96727,6926,HAWAII,20.078772,-155.46724,2018-08-23,2019-09-23
890377,Hawaii Cargo,Convenience Store,16-566,Pahoa Rd,Ste # 3,Keaau,HI,96749,,HAWAII,19.62442,-155.0347,2009-04-22,2010-01-05
982041,Hawaii Cargo,Convenience Store,15-1951,Makuu Drive,Corner Of 31st & Makuu Dr,Keaau,HI,96749,,HAWAII,19.553766,-154.97192,2011-01-12,2013-10-21
1475220,Hawaii Farm To Car,Farmers' Market,16-492,Old Volcano Rd,,Keaau,HI,96749,,HAWAII,19.624365,-155.03922,2021-11-05,
1064337,Hawaii True Value 5066,Small Grocery Store,19-4084,Old Volcano Hwy,Bldg 1,Volcano,HI,96785,9997,HAWAII,19.426424,-155.2379,2012-07-23,
1436807,Hawaii Ulu Cooperative,Combination Grocery/Other,79-1017,E Honalo Rd,,Kailua Kona,HI,96740,6961,HAWAII,19.547724,-155.93364,2021-03-22,2021-09-16
1453412,Hawaiian Seafood Express,Seafood Specialty,77-6499,Sea View Cir,,Kailua Kona,HI,96740,9787,HAWAII,19.6026,-155.96584,2021-06-24,2021-12-20
1064713,Hawi Farmers Market - North Kohala Food Forum,Farmers' Market,55-515,Hawi Rd,,Hawi,HI,96719,9997,HAWAII,20.231915,-155.82582,2012-06-28,2017-08-31
1064713,Hawi Farmers Market - North Kohala Food Forum,Farmers' Market,55-515,Hawi Rd,,Hawi,HI,96719,9997,HAWAII,20.231915,-155.82582,2017-09-13,2024-04-11
467158,Healthways II,Medium Grocery Store,67-1185,Mamalahoa Hwy,Unit F137,Kamuela,HI,96743,8412,HAWAII,20.020288,-155.66698,2002-07-18,
1609496,HELE Kaumana 61201,Convenience Store,370,Kaumana Dr,,Hilo,HI,96720,1943,HAWAII,19.70912,-155.11009,2024-07-23,
1609500,HELE Kilauea 61210,Convenience Store,1698,Kilauea Ave,,Hilo,HI,96720,5030,HAWAII,19.70217,-155.07263,2024-07-23,
1132041,HELE STORES 61087,Convenience Store,81-6673,Mamalahoa Hwy,,Kealakekua,HI,96750,8130,HAWAII,19.518986,-155.9201,2014-02-10,
1132042,HELE STORES 61089,Convenience Store,73-4796,Kanalani St,,Kailua Kona,HI,96740,2606,HAWAII,19.68884,-156.02068,2014-02-10,
1132040,HELE STORES 61081,Convenience Store,434,Kamehameha Ave,,Hilo,HI,96720,3051,HAWAII,19.723034,-155.0833,2014-02-12,
955332,Helens Sari Sari Store,Small Grocery Store,74-5543,Kaiwi St,Ste A115,Kailua Kona,HI,96740,3162,HAWAII,19.643429,-156.00111,2011-03-01,2014-03-12
472021,HIGASHI STORE,Convenience Store,84-4811,MAMALAHOA HIGHWAY,,HONAUNAU,HI,96726,0360,HAWAII,19.417019,-155.88065,1985-10-16,2009-08-16
1054452,Hilo Coffee Mill Farmers Market,Farmers' Market,17-995,Volcano Rd,,Mountain View,HI,96771,,HAWAII,19.527674,-155.13411,2012-04-11,2022-08-15
1519462,Hilo Coffee Mill Farmers Market,Farmers' Market,17-0995,Volcano Rd,,Mountain View,HI,96771,,HAWAII,19.563461,-155.09145,2022-10-20,
433230,Hilo Farmers Market,Farmers' Market,330,Kamehameha Ave,,Hilo,HI,96720,2922,HAWAII,19.723587,-155.08505,1999-04-29,
994816,Hilo Garden Mart,Convenience Store,1477,Kalanianaole Ave,,Hilo,HI,96720,,HAWAII,19.735039,-155.03763,2011-03-16,2016-03-01
1065957,Hilo Sand Dollar Store,Combination Grocery/Other,1717,Kamehameha Ave,,Hilo,HI,96720,,HAWAII,19.722597,-155.06493,2012-08-10,2014-12-09
609757,HILO TROPICAL MART,Convenience Store,1477,KALANIANAOLE AVE,,HILO,HI,96720,,HAWAII,19.735039,-155.03763,1991-05-02,2011-03-10
706457,Hirano Store,Medium Grocery Store,18-2455,Highway 11,,Glenwood,HI,96771,,HAWAII,19.488184,-155.15137,1992-06-30,2022-11-30
1526850,Hirano Store,Convenience Store,18-2455,Volcano HWY,,Mountain View,HI,96771,,HAWAII,19.488186,-155.15135,2022-12-13,
573747,HONALO SHELL FOODMART,Convenience Store,79-7257,MAMALAHOA HWY,,HONALO,HI,96750,,HAWAII,19.541044,-155.92784,2002-01-29,2011-01-13
251433,HONAUNAU STOP 'N SHOP,Convenience Store,,MAMALAHOA HWY #2,2,CAPTAIN COOK,HI,96704,,HAWAII,0.0,0.0,1995-05-10,2004-04-21
1272184,Honokaa Country Market,Small Grocery Store,45-3745,Honokaa Waipio Rd,,Honokaa,HI,96727,,HAWAII,20.080254,-155.47255,2017-02-21,2022-03-01
1272184,Honokaa Country Market,Small Grocery Store,45-3745,Honokaa Waipio Rd,,Honokaa,HI,96727,,HAWAII,20.080254,-155.47255,2022-03-10,2023-11-13
391408,HONOKAA FILIPINO STORE,Convenience Store,45-3577,Mamane St,,Honokaa,HI,96727,6976,HAWAII,20.078936,-155.4676,1984-07-12,2006-08-31
801932,"Honokaa Filipino Store, LLC.",Small Grocery Store,45-3577,Mamane St,,Honokaa,HI,96727,6976,HAWAII,20.078936,-155.4676,2006-10-02,
1566861,Honokaa Market,Small Grocery Store,45-3745,Honokaa Waipio Rd,,Honokaa,HI,96727,6955,HAWAII,20.08022,-155.47285,2024-02-02,
904513,Honokaa Natural Food,Combination Grocery/Other,45-3625,Mamane St,,Honokaa,HI,96727,6977,HAWAII,20.079374,-155.46927,2009-08-17,2011-09-06
685308,HONOKAA STOP 'N SHOP,Convenience Store,45-5002,PAKALANA/HWY 19,,HONOKAA,HI,96727,,HAWAII,20.070946,-155.46423,1986-11-25,2006-11-27
1136333,HWY. X-press Mini Mart,Convenience Store,28-2831,Mamalahoa Hwy,,Pepeekeo,HI,96783,8497,HAWAII,19.830345,-155.1041,2014-03-24,
828194,HY Store,Convenience Store,83-5487,Mamalahoa Hwy,,Captain Cook,HI,96704,8303,HAWAII,19.45922,-155.88051,2007-08-02,2011-10-23
828194,HY Store,Convenience Store,83-5487,Mamalahoa Hwy,,Captain Cook,HI,96704,8303,HAWAII,19.45922,-155.88051,2011-10-27,2021-05-28
1262945,"Ies Retail, Llc 206117",Convenience Store,321,E Makaala St,,Hilo,HI,96720,5146,HAWAII,19.699308,-155.0637,2016-11-14,2022-03-01
974105,Island Asian Store,Small Grocery Store,15 1868,28 poha st,keaau,hawaii,HI,96749,,HAWAII,19.559237,-154.9767,2011-07-13,2016-04-03
541155,ISLAND BAKE SHOPPE,Bakery Specialty,54,Mamo St,,Hilo,HI,96720,2954,HAWAII,0.0,0.0,2000-08-07,2005-01-04
856449,Island Gourmet Markets,Super Store,201,Waikoloa Beach Dr SP B,,Waikoloa,HI,96738,,HAWAII,19.923777,-155.87833,2008-06-18,2009-03-22
856449,Island Gourmet Markets,Super Store,201,Waikoloa Beach Dr SP B,,Waikoloa,HI,96738,,HAWAII,19.923777,-155.87833,2009-04-03,2009-04-05
1071887,Island Gourmet Markets 77,Supermarket,69-250,Waikoloa Beach Dr,Ste B1,Waikoloa,HI,96738,5719,HAWAII,19.916409,-155.88333,2012-09-10,
356975,Island Market,Large Grocery Store,95-5657,Mamalahoa Hwy,,Naalehu,HI,96772,,HAWAII,19.060474,-155.58673,1994-12-01,2015-08-24
851410,Island Naturals Kona Inc,Super Store,74-5487,Kaiwi St,,Kailua Kona,HI,96740,1607,HAWAII,19.647118,-156.00015,2009-01-20,2022-01-18
1488419,Island Naturals Kona Inc.,Super Store,74-5444,Makala Blvd,,Kailua Kona,HI,96740,2706,HAWAII,19.64974,-156.00441,2022-01-27,
